"Category","Skill","Directory","Source","Description"
"其他通用 SaaS/API","l2s-automation","l2s-automation","用户安装","Automate L2s tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","labs64-netlicensing-automation","labs64-netlicensing-automation","用户安装","Automate Labs64 Netlicensing tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","landbot-automation","landbot-automation","用户安装","Automate Landbot tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","leiga-automation","leiga-automation","用户安装","Automate Leiga tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","linguapop-automation","linguapop-automation","用户安装","Automate Linguapop tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","linkhut-automation","linkhut-automation","用户安装","Automate Linkhut tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","livesession-automation","livesession-automation","用户安装","Automate Livesession tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","lodgify-automation","lodgify-automation","用户安装","Automate Lodgify tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","many_chat-automation","many_chat-automation","用户安装","Automate ManyChat tasks via Rube MCP (Composio): chatbot flows, subscribers, broadcasts, and messenger automation. Always search tools first for current schemas."
"其他通用 SaaS/API","mapulus-automation","mapulus-automation","用户安装","Automate Mapulus tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","melo-automation","melo-automation","用户安装","Automate Melo tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","memberspot-automation","memberspot-automation","用户安装","Automate Memberspot tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","memberstack-automation","memberstack-automation","用户安装","Automate Memberstack tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","membervault-automation","membervault-automation","用户安装","Automate Membervault tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","mezmo-automation","mezmo-automation","用户安装","Automate Mezmo tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","minerstat-automation","minerstat-automation","用户安装","Automate Minerstat tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","moosend-automation","moosend-automation","用户安装","Automate Moosend tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","mopinion-automation","mopinion-automation","用户安装","Automate Mopinion tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","mx-technologies-automation","mx-technologies-automation","用户安装","Automate MX Technologies tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","ncscale-automation","ncscale-automation","用户安装","Automate Ncscale tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","neutrino-automation","neutrino-automation","用户安装","Automate Neutrino tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","ninox-automation","ninox-automation","用户安装","Automate Ninox tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","onedesk-automation","onedesk-automation","用户安装","Automate Onedesk tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","onepage-automation","onepage-automation","用户安装","Automate Onepage tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","opengraph-io-automation","opengraph-io-automation","用户安装","Automate Opengraph IO tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","owl-protocol-automation","owl-protocol-automation","用户安装","Automate Owl Protocol tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","page-x-automation","page-x-automation","用户安装","Automate Page X tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","paradym-automation","paradym-automation","用户安装","Automate Paradym tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","parallel-automation","parallel-automation","用户安装","Automate Parallel tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","parma-automation","parma-automation","用户安装","Automate Parma tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","passcreator-automation","passcreator-automation","用户安装","Automate Passcreator tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","passslot-automation","passslot-automation","用户安装","Automate Passslot tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","piggy-automation","piggy-automation","用户安装","Automate Piggy tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","piloterr-automation","piloterr-automation","用户安装","Automate Piloterr tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","pilvio-automation","pilvio-automation","用户安装","Automate Pilvio tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","plain-automation","plain-automation","用户安装","Automate Plain tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","platerecognizer-automation","platerecognizer-automation","用户安装","Automate Platerecognizer tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","poptin-automation","poptin-automation","用户安装","Automate Poptin tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","postgrid-automation","postgrid-automation","用户安装","Automate Postgrid tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","postgrid-verify-automation","postgrid-verify-automation","用户安装","Automate Postgrid Verify tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","prerender-automation","prerender-automation","用户安装","Automate Prerender tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","process-street-automation","process-street-automation","用户安装","Automate Process Street tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","procfu-automation","procfu-automation","用户安装","Automate Procfu tasks via Rube MCP (Composio). Always search tools first for current schemas."
